season,week,celebrity_name,avg_judge_score,simulated_vote_share,rank_combination_rank,percentage_combination_rank
21,5,Bindi Irwin,9.250000,0.098403,5,5
21,5,Hayes Grier,7.500000,0.104948,6,6
21,5,Tamar Braxton,7.250000,0.099475,7,7
21,5,Alek Skarlatos,7.250000,0.097496,8,8
21,5,Paula Deen,6.500000,0.087028,9,9
21,6,Tamar Braxton,10.000000,0.137431,1,1
21,6,Andy Grammer,10.000000,0.137032,2,2
21,6,Nick Carter,9.750000,0.134121,3,3
21,6,Bindi Irwin,10.000000,0.107228,4,5
21,6,Carlos PenaVega,9.500000,0.131972,5,4
21,6,Hayes Grier,8.000000,0.112827,6,6
21,6,Alexa PenaVega,7.500000,0.104875,7,7
21,6,Alek Skarlatos,7.500000,0.101870,8,8
21,6,Paula Deen,6.000000,0.032643,9,9
21,7,Alexa PenaVega,9.166667,0.157126,1,1
21,7,Andy Grammer,9.333333,0.144457,2,4
21,7,Bindi Irwin,9.666667,0.100358,3,7
21,7,Tamar Braxton,9.000000,0.153004,4,2
21,7,Nick Carter,9.000000,0.152892,5,3
21,7,Carlos PenaVega,9.333333,0.143177,6,5
21,7,Hayes Grier,9.333333,0.001828,7,8
21,7,Alek Skarlatos,8.833333,0.147156,8,6
21,8,Nick Carter,11.000000,0.187212,1,1
21,8,Carlos PenaVega,9.666600,0.167220,2,2
21,8,Tamar Braxton,9.333333,0.160393,3,3
21,8,Alexa PenaVega,8.999933,0.156574,4,4
21,8,Bindi Irwin,9.333333,0.124879,5,6
21,8,Alek Skarlatos,8.333333,0.140725,6,5
21,8,Andy Grammer,7.999933,0.062996,7,7
21,9,Nick Carter,9.166667,0.191373,1,2
21,9,Alexa PenaVega,10.000000,0.180500,2,1
21,9,Carlos PenaVega,9.000000,0.190100,3,3
21,9,Bindi Irwin,10.000000,0.162937,4,4
21,9,Alek Skarlatos,8.500000,0.175307,5,5
21,9,Tamar Braxton,8.166667,0.099783,6,6
21,10,Carlos PenaVega,10.500000,0.281764,1,1
21,10,Alek Skarlatos,9.500000,0.252029,2,2
21,10,Bindi Irwin,10.500000,0.222899,3,3
21,10,Nick Carter,9.000000,0.243308,4,4
21,11,Nick Carter,10.000000,0.267110,1,2
21,11,Carlos PenaVega,10.000000,0.270759,2,1
21,11,Bindi Irwin,10.000000,0.214242,3,4
21,11,Alek Skarlatos,9.333300,0.247888,4,3
22,1,Wanya Morris,7.666667,0.099189,1,1
22,1,Nyle DiMarco,7.666667,0.097202,2,2
22,1,Ginger Zee,7.666667,0.095093,3,3
22,1,Von Miller,7.000000,0.089729,4,5
22,1,Paige VanZant,7.000000,0.089655,5,6
22,1,Antonio Brown,7.000000,0.089804,6,4
22,1,Marla Maples,7.000000,0.088260,7,7
22,1,Jodie Sweetin,6.666667,0.087197,8,8
22,1,Kim Fields,6.666667,0.087063,9,9
22,1,Doug Flutie,5.000000,0.065114,10,10
22,1,Mischa Barton,5.333333,0.056586,11,11
22,1,Geraldo Rivera,4.333333,0.055109,12,12
22,2,Wanya Morris,8.000000,0.107731,1,1
22,2,Paige VanZant,8.000000,0.106431,2,2
22,2,Jodie Sweetin,7.000000,0.095652,3,3
22,2,Ginger Zee,7.000000,0.091148,4,4
22,2,Von Miller,6.666667,0.089625,5,5
22,2,Doug Flutie,6.666667,0.089581,6,6
22,2,Nyle DiMarco,6.666667,0.088513,7,7
22,2,Marla Maples,6.666667,0.087712,8,8
22,2,Kim Fields,6.333333,0.086658,9,9
22,2,Antonio Brown,6.333333,0.085218,10,10
22,2,Mischa Barton,5.000000,0.055066,11,11
22,2,Geraldo Rivera,4.333333,0.016665,12,12
22,3,Nyle DiMarco,8.333333,0.110154,1,1
22,3,Wanya Morris,8.000000,0.108185,2,2
22,3,Jodie Sweetin,7.666667,0.105234,3,3
22,3,Paige VanZant,7.666667,0.102363,4,4
22,3,Kim Fields,7.333333,0.100876,5,5
22,3,Marla Maples,7.000000,0.092453,6,6
22,3,Ginger Zee,7.000000,0.090967,7,7
22,3,Doug Flutie,6.666667,0.089988,8,8
22,3,Antonio Brown,6.666667,0.089766,9,9
22,3,Von Miller,6.666667,0.089645,10,10
22,3,Mischa Barton,6.000000,0.020370,11,11
22,4,Paige VanZant,9.000000,0.116943,1,1
22,4,Wanya Morris,8.750000,0.115304,2,3
22,4,Ginger Zee,9.000000,0.113438,3,2
22,4,Antonio Brown,8.750000,0.113947,4,4
22,4,Nyle DiMarco,8.500000,0.109530,5,5
22,4,Jodie Sweetin,6.750000,0.115726,6,8
22,4,Kim Fields,8.000000,0.107349,7,6
22,4,Von Miller,8.000000,0.104515,8,7
22,4,Marla Maples,7.000000,0.002324,9,10
22,4,Doug Flutie,6.000000,0.100924,10,9
22,5,Nyle DiMarco,9.250000,0.131842,1,1
22,5,Jodie Sweetin,8.750000,0.128129,2,2
22,5,Ginger Zee,8.000000,0.112298,3,3
22,5,Paige VanZant,7.750000,0.112059,4,4
22,5,Wanya Morris,7.500000,0.109973,5,5
22,5,Von Miller,7.250000,0.105290,6,6
22,5,Kim Fields,7.000000,0.103523,7,7
22,5,Doug Flutie,7.000000,0.102010,8,8
22,5,Antonio Brown,6.500000,0.094875,9,9
22,6,Wanya Morris,9.666667,0.136011,1,1
22,6,Paige VanZant,9.333333,0.129479,2,2
22,6,Antonio Brown,9.000000,0.125922,3,3
22,6,Jodie Sweetin,8.333333,0.119048,4,4
22,6,Nyle DiMarco,8.333333,0.115767,5,5
22,6,Kim Fields,8.000000,0.113912,6,6
22,6,Von Miller,8.000000,0.112284,7,7
22,6,Ginger Zee,8.000000,0.109228,8,8
22,6,Doug Flutie,7.000000,0.038347,9,9
22,7,Nyle DiMarco,9.333333,0.134826,1,2
22,7,Wanya Morris,9.166667,0.135323,2,4
22,7,Paige VanZant,9.166667,0.134433,3,5
22,7,Antonio Brown,8.666667,0.143332,4,3
22,7,Jodie Sweetin,8.500000,0.158998,5,1
22,7,Ginger Zee,9.166667,0.130484,6,6
22,7,Kim Fields,8.666667,0.083537,7,7
22,7,Von Miller,8.666667,0.079067,8,8
22,8,Ginger Zee,10.000000,0.204112,1,1
22,8,Nyle DiMarco,9.666667,0.209114,2,2
22,8,Paige VanZant,9.333333,0.203945,3,3
22,8,Jodie Sweetin,10.000000,0.002203,4,6
22,8,Antonio Brown,9.000000,0.196703,5,4
22,8,Wanya Morris,8.333333,0.183923,6,5
22,9,Paige VanZant,9.833333,0.236758,1,1
22,9,Wanya Morris,10.000000,0.196080,2,4
22,9,Nyle DiMarco,9.500000,0.227696,3,2
22,9,Ginger Zee,9.333333,0.220751,4,3
22,9,Antonio Brown,9.166667,0.118715,5,5
22,10,Paige VanZant,9.888867,0.343535,1,1
22,10,Nyle DiMarco,9.666600,0.334337,2,2
22,10,Ginger Zee,9.444400,0.322128,3,3
23,1,Laurie Hernandez,7.750000,0.095027,1,1
23,1,Marilu Henner,6.750000,0.084856,2,3
23,1,Jana Kramer,6.750000,0.084053,3,4
23,1,James Hinchcliffe,7.750000,0.074961,4,2
23,1,Babyface,6.500000,0.080836,5,5
23,1,Calvin Johnson Jr.,6.500000,0.080279,6,6
23,1,Vanilla Ice,6.250000,0.078022,7,7
23,1,Terra Jole,6.250000,0.075787,8,8
23,1,Ryan Lochte,6.000000,0.074292,9,9
23,1,Amber Rose,6.000000,0.073653,10,10
23,1,Jake T. Austin,5.500000,0.069660,11,11
23,1,Maureen McCormick,5.500000,0.069375,12,12
23,1,Rick Perry,5.000000,0.059199,13,13
23,2,Laurie Hernandez,8.000000,0.094780,1,1
23,2,Babyface,7.500000,0.089983,2,3
23,2,Terra Jole,7.750000,0.089877,3,2
23,2,Jana Kramer,7.250000,0.086649,4,4
23,2,Calvin Johnson Jr.,7.000000,0.082895,5,5
23,2,Marilu Henner,6.750000,0.082321,6,6
23,2,Amber Rose,6.000000,0.083678,7,9
23,2,James Hinchcliffe,7.250000,0.067886,8,11
23,2,Ryan Lochte,6.000000,0.083008,9,10
23,2,Maureen McCormick,6.500000,0.078846,10,7
23,2,Vanilla Ice,6.500000,0.078547,11,8
23,2,Rick Perry,5.500000,0.079017,12,12
23,2,Jake T. Austin,6.000000,0.002513,13,13
23,3,Calvin Johnson Jr.,8.000000,0.104257,1,1
23,3,Laurie Hernandez,7.750000,0.101720,2,2
23,3,Terra Jole,7.500000,0.097177,3,3
23,3,Marilu Henner,7.000000,0.094524,4,4
23,3,Maureen McCormick,7.000000,0.094298,5,5
23,3,Jana Kramer,6.500000,0.086583,6,6
23,3,James Hinchcliffe,7.250000,0.075512,7,7
23,3,Babyface,6.250000,0.083817,8,8
23,3,Amber Rose,6.250000,0.082069,9,10
23,3,Ryan Lochte,6.250000,0.083318,10,9
23,3,Vanilla Ice,5.750000,0.078083,11,11
23,3,Rick Perry,5.750000,0.018639,12,12
23,4,Laurie Hernandez,10.000000,0.121254,1,1
23,4,Terra Jole,8.333333,0.099605,2,3
23,4,Maureen McCormick,8.000000,0.099480,3,4
23,4,Amber Rose,8.000000,0.096533,4,5
23,4,James Hinchcliffe,9.333333,0.089393,5,2
23,4,Calvin Johnson Jr.,7.666667,0.096718,6,6
23,4,Jana Kramer,7.666667,0.096672,7,7
23,4,Ryan Lochte,7.333333,0.094801,8,8
23,4,Vanilla Ice,7.666667,0.074903,9,10
23,4,Marilu Henner,7.000000,0.092427,10,9
23,4,Babyface,6.000000,0.038214,11,11
23,5,Marilu Henner,9.000000,0.122540,1,1
23,5,Terra Jole,9.000000,0.117566,2,2
23,5,Jana Kramer,8.666667,0.116572,3,3
23,5,Laurie Hernandez,8.333333,0.111253,4,5
23,5,James Hinchcliffe,9.666667,0.101911,5,4
23,5,Maureen McCormick,8.000000,0.109287,6,6
23,5,Calvin Johnson Jr.,8.000000,0.106929,7,8
23,5,Ryan Lochte,8.000000,0.107404,8,7
23,5,Amber Rose,8.000000,0.106538,9,9
23,6,Jana Kramer,10.000000,0.142986,1,1
23,6,Laurie Hernandez,9.250000,0.132214,2,2
23,6,Calvin Johnson Jr.,9.250000,0.131484,3,3
23,6,James Hinchcliffe,9.500000,0.106655,4,5
23,6,Marilu Henner,8.500000,0.123121,5,4
23,6,Maureen McCormick,7.750000,0.112825,6,6
23,6,Ryan Lochte,7.500000,0.106570,7,7
23,6,Terra Jole,7.500000,0.105112,8,8
23,6,Amber Rose,7.000000,0.039034,9,9
23,7,Calvin Johnson Jr.,9.250000,0.146284,1,2
23,7,Ryan Lochte,8.250000,0.154194,2,3
23,7,Jana Kramer,8.625000,0.138647,3,4
23,7,Laurie Hernandez,8.625000,0.136742,4,5
23,7,James Hinchcliffe,9.250000,0.116107,5,7
23,7,Terra Jole,8.625000,0.133900,6,6
23,7,Marilu Henner,8.000000,0.166343,7,1
23,7,Maureen McCormick,8.250000,0.007781,8,8
23,8,Laurie Hernandez,11.000000,0.179019,1,1
23,8,James Hinchcliffe,11.666600,0.150739,2,2
23,8,Jana Kramer,10.000000,0.165519,3,3
23,8,Terra Jole,8.000000,0.168815,4,5
23,8,Calvin Johnson Jr.,10.000000,0.165224,5,4
23,8,Marilu Henner,7.666667,0.168228,6,6
23,8,Ryan Lochte,8.666667,0.002455,7,7
23,9,Jana Kramer,10.000000,0.207710,1,1
23,9,Laurie Hernandez,10.000000,0.207435,2,2
23,9,Terra Jole,9.500000,0.193756,3,3
23,9,James Hinchcliffe,9.000000,0.195551,4,5
23,9,Calvin Johnson Jr.,9.250000,0.192444,5,4
23,9,Marilu Henner,9.000000,0.003104,6,6
23,10,Jana Kramer,9.666667,0.278998,1,1
23,10,Laurie Hernandez,10.000000,0.231206,2,3
23,10,Terra Jole,10.000000,0.002768,3,5
23,10,James Hinchcliffe,9.833333,0.220324,4,4
23,10,Calvin Johnson Jr.,9.333333,0.266704,5,2
23,11,Laurie Hernandez,9.833300,0.271040,1,1
23,11,Calvin Johnson Jr.,9.583275,0.263703,2,2
23,11,James Hinchcliffe,9.749950,0.215180,3,4
23,11,Jana Kramer,8.875000,0.250077,4,3
24,1,Simone Biles,8.000000,0.106030,1,1
24,1,Rashad Jennings,7.750000,0.102839,2,2
24,1,Heather Morris,7.000000,0.094902,3,3
24,1,David Ross,7.000000,0.093508,4,5
24,1,Nancy Kerrigan,7.000000,0.093625,5,4
24,1,Normani,6.750000,0.091128,6,6
24,1,Erika Jayne,6.000000,0.081303,7,7
24,1,Nick Viall,6.000000,0.079168,8,8
24,1,Bonner Bolton,5.500000,0.073900,9,9
24,1,Charo,5.250000,0.058044,10,11
24,1,Mr. T,5.000000,0.068684,11,10
24,1,Chris Kattan,4.250000,0.056870,12,12
24,2,Normani,8.000000,0.104340,1,1
24,2,Rashad Jennings,8.000000,0.103564,2,2
24,2,Heather Morris,7.500000,0.099050,3,3
24,2,Simone Biles,7.250000,0.093553,4,4
24,2,Bonner Bolton,7.000000,0.090937,5,6
24,2,Erika Jayne,7.000000,0.091968,6,5
24,2,Nancy Kerrigan,7.000000,0.090616,7,7
24,2,David Ross,6.750000,0.087384,8,8
24,2,Nick Viall,6.250000,0.079650,9,9
24,2,Charo,6.250000,0.066242,10,11
24,2,Mr. T,5.500000,0.075628,11,10
24,2,Chris Kattan,5.500000,0.017067,12,12
24,3,Normani,8.500000,0.114731,1,1
24,3,Heather Morris,8.250000,0.112223,2,2
24,3,Nancy Kerrigan,8.250000,0.110001,3,3
24,3,Simone Biles,8.000000,0.107078,4,4
24,3,David Ross,7.750000,0.103104,5,5
24,3,Rashad Jennings,7.000000,0.093930,6,6
24,3,Erika Jayne,6.500000,0.088415,7,7
24,3,Nick Viall,6.500000,0.086181,8,8
24,3,Mr. T,6.000000,0.082550,9,9
24,3,Bonner Bolton,6.000000,0.081239,10,10
24,3,Charo,6.000000,0.020549,11,11
24,4,Rashad Jennings,9.750000,0.125624,1,1
24,4,Simone Biles,9.000000,0.116236,2,2
24,4,Heather Morris,8.750000,0.114899,3,3
24,4,Nancy Kerrigan,8.250000,0.107073,4,4
24,4,Normani,8.000000,0.104193,5,5
24,4,Bonner Bolton,8.000000,0.104131,6,6
24,4,David Ross,7.750000,0.101276,7,7
24,4,Erika Jayne,7.500000,0.098741,8,8
24,4,Nick Viall,7.500000,0.095605,9,9
24,4,Mr. T,7.000000,0.032221,10,10
24,5,Normani,9.750000,0.132948,1,1
24,5,Simone Biles,9.500000,0.129386,2,2
24,5,Nancy Kerrigan,9.000000,0.121010,3,3
24,5,Bonner Bolton,7.500000,0.131221,4,5
24,5,Rashad Jennings,8.000000,0.125693,5,4
24,5,Heather Morris,8.500000,0.117854,6,6
24,5,Nick Viall,8.500000,0.112940,7,7
24,5,David Ross,7.250000,0.126775,8,8
24,5,Erika Jayne,8.000000,0.002174,9,9
24,6,Normani,9.000000,0.156554,1,1
24,6,Rashad Jennings,8.750000,0.150688,2,2
24,6,Simone Biles,8.625000,0.148586,3,3
24,6,Nancy Kerrigan,8.375000,0.144121,4,4
24,6,Heather Morris,9.250000,0.001876,5,8
24,6,Bonner Bolton,7.875000,0.135709,6,5
24,6,David Ross,7.750000,0.133614,7,6
24,6,Nick Viall,7.625000,0.128852,8,7
24,7,Normani,10.500000,0.173405,1,1
24,7,Rashad Jennings,9.750000,0.161042,2,2
24,7,Simone Biles,9.750000,0.160700,3,3
24,7,David Ross,8.000000,0.172711,4,4
24,7,Nancy Kerrigan,9.000000,0.085560,5,6
24,7,Bonner Bolton,7.750000,0.167348,6,5
24,7,Nick Viall,8.500000,0.079235,7,7
24,8,Normani,9.875000,0.243477,1,1
24,8,Rashad Jennings,9.375000,0.230541,2,2
24,8,Simone Biles,9.000000,0.220515,3,3
24,8,David Ross,8.125000,0.200915,4,4
24,8,Bonner Bolton,7.250000,0.104551,5,5
24,9,Rashad Jennings,9.625000,0.342549,1,1
24,9,Simone Biles,10.000000,0.004244,2,4
24,9,Normani,9.500000,0.341471,3,2
24,9,David Ross,8.750000,0.311736,4,3
24,10,Rashad Jennings,9.916650,0.341428,1,1
24,10,Normani,9.833300,0.341213,2,2
24,10,David Ross,9.083325,0.317359,3,3
25,1,Jordan Fisher,7.333333,0.097970,1,1
25,1,Lindsey Stirling,7.333333,0.093250,2,2
25,1,Nikki Bella,6.666667,0.087629,3,3
25,1,Frankie Muniz,6.333333,0.084816,4,4
25,1,Victoria Arlen,6.333333,0.083103,5,5
25,1,Vanessa Lachey,7.000000,0.072215,6,6
25,1,Nick Lachey,6.000000,0.079861,7,7
25,1,Derek Fisher,6.000000,0.078920,8,8
25,1,Sasha Pieterse,6.000000,0.064648,9,10
25,1,Debbie Gibson,5.666667,0.075490,10,9
25,1,Terrell Owens,5.000000,0.066187,11,11
25,1,Drew Scott,5.333333,0.055476,12,12
25,1,Barbara Corcoran,4.666667,0.060435,13,13
25,2,Frankie Muniz,8.000000,0.097463,1,1
25,2,Jordan Fisher,8.000000,0.096896,2,2
25,2,Victoria Arlen,7.333333,0.087904,3,4
25,2,Lindsey Stirling,7.500000,0.086528,4,3
25,2,Vanessa Lachey,7.833333,0.073578,5,5
25,2,Sasha Pieterse,7.500000,0.073300,6,6
25,2,Terrell Owens,6.500000,0.081308,7,7
25,2,Nikki Bella,6.500000,0.081211,8,8
25,2,Debbie Gibson,6.833333,0.069874,9,11
25,2,Nick Lachey,6.333333,0.079874,10,9
25,2,Derek Fisher,6.333333,0.078711,11,10
25,2,Drew Scott,6.833333,0.067116,12,12
25,2,Barbara Corcoran,5.666667,0.026237,13,13
25,3,Lindsey Stirling,9.000000,0.112784,1,1
25,3,Jordan Fisher,8.333333,0.109520,2,2
25,3,Victoria Arlen,7.333333,0.095234,3,3
25,3,Frankie Muniz,7.000000,0.092691,4,4
25,3,Drew Scott,7.666667,0.078448,5,9
25,3,Vanessa Lachey,7.666667,0.078363,6,10
25,3,Terrell Owens,7.000000,0.091100,7,7
25,3,Nick Lachey,7.000000,0.091923,8,5
25,3,Derek Fisher,7.000000,0.091173,9,6
25,3,Nikki Bella,7.000000,0.091001,10,8
25,3,Sasha Pieterse,6.333333,0.067762,11,11
25,4,Jordan Fisher,9.666667,0.123604,1,1
25,4,Victoria Arlen,9.000000,0.111918,2,2
25,4,Lindsey Stirling,8.666667,0.104226,3,3
25,4,Frankie Muniz,8.000000,0.101320,4,5
25,4,Terrell Owens,8.000000,0.099597,5,6
25,4,Nick Lachey,7.333333,0.118204,6,4
25,4,Sasha Pieterse,8.000000,0.082074,7,8
25,4,Nikki Bella,8.000000,0.099004,8,7
25,4,Vanessa Lachey,8.000000,0.078961,9,10
25,4,Drew Scott,8.000000,0.079035,10,9
25,4,Derek Fisher,7.666667,0.002056,11,11
25,5,Jordan Fisher,10.000000,0.127483,1,1
25,5,Frankie Muniz,9.666667,0.123371,2,2
25,5,Lindsey Stirling,9.333333,0.114021,3,3
25,5,Nikki Bella,9.000000,0.113571,4,4
25,5,Victoria Arlen,9.000000,0.112514,5,5
25,5,Nick Lachey,7.333333,0.116531,6,6
25,5,Terrell Owens,8.333333,0.104155,7,7
25,5,Drew Scott,8.333333,0.082518,8,9
25,5,Vanessa Lachey,8.000000,0.094696,9,8
25,5,Sasha Pieterse,8.000000,0.011141,10,10
25,6,Jordan Fisher,9.750000,0.143701,1,1
25,6,Lindsey Stirling,10.000000,0.140259,2,2
25,6,Terrell Owens,9.250000,0.134464,3,3
25,6,Nikki Bella,9.000000,0.130875,4,4
25,6,Vanessa Lachey,9.000000,0.102649,5,5
25,6,Frankie Muniz,7.750000,0.114791,6,6
25,6,Victoria Arlen,7.750000,0.112927,7,7
25,6,Drew Scott,7.500000,0.086443,8,8
25,6,Nick Lachey,6.500000,0.033892,9,9
25,7,Frankie Muniz,10.000000,0.157802,1,1
25,7,Victoria Arlen,9.500000,0.148053,2,2
25,7,Jordan Fisher,9.000000,0.142739,3,3
25,7,Drew Scott,9.500000,0.116225,4,6
25,7,Lindsey Stirling,8.500000,0.136799,5,4
25,7,Vanessa Lachey,9.000000,0.088006,6,7
25,7,Terrell Owens,8.166667,0.135537,7,5
25,7,Nikki Bella,8.000000,0.074838,8,8
25,8,Jordan Fisher,10.000000,0.215716,1,1
25,8,Victoria Arlen,8.000000,0.227354,2,2
25,8,Lindsey Stirling,9.000000,0.185376,3,4
25,8,Frankie Muniz,8.833333,0.193547,4,3
25,8,Terrell Owens,8.500000,0.003306,5,6
25,8,Drew Scott,7.833333,0.174702,6,5
25,9,Jordan Fisher,9.666667,0.249089,1,2
25,9,Lindsey Stirling,9.500000,0.234269,2,3
25,9,Frankie Muniz,8.500000,0.297518,3,1
25,9,Victoria Arlen,9.333333,0.003639,4,5
25,9,Drew Scott,8.000000,0.215485,5,4
25,10,Jordan Fisher,10.000000,0.270794,1,1
25,10,Lindsey Stirling,10.000000,0.260679,2,2
25,10,Frankie Muniz,9.722175,0.265410,3,3
25,10,Drew Scott,9.375000,0.203117,4,4
26,1,Adam Rippon,8.000000,0.120391,1,1
26,1,Josh Norman,8.000000,0.119720,2,2
26,1,Tonya Harding,7.666667,0.115736,3,3
26,1,Mirai Nagasu,7.666667,0.115399,4,4
26,1,Chris Mazdzer,7.000000,0.105677,5,5
26,1,Jennie Finch Daigle,7.000000,0.105389,6,6
26,1,Kareem Abdul-Jabbar,5.666667,0.109479,7,8
26,1,Arike Ogunbowale,6.666667,0.101030,8,7
26,1,Jamie Anderson,6.333333,0.054961,9,9
26,1,Johnny Damon,6.000000,0.052218,10,10
26,2,Adam Rippon,9.250000,0.144661,1,1
26,2,Mirai Nagasu,9.250000,0.144533,2,2
26,2,Chris Mazdzer,8.250000,0.134937,3,3
26,2,Tonya Harding,8.250000,0.134862,4,4
26,2,Arike Ogunbowale,8.750000,0.118956,5,5
26,2,Josh Norman,7.875000,0.128838,6,6
26,2,Jennie Finch Daigle,7.875000,0.128670,7,7
26,2,Kareem Abdul-Jabbar,7.375000,0.064543,8,8
26,3,Adam Rippon,10.250000,0.207632,1,1
26,3,Josh Norman,9.500000,0.193579,2,2
26,3,Tonya Harding,8.750000,0.182924,3,3
26,3,Mirai Nagasu,8.750000,0.152019,4,4
26,3,Chris Mazdzer,8.250000,0.140155,5,5
26,3,Jennie Finch Daigle,7.250000,0.123691,6,6
26,4,Adam Rippon,9.666667,0.337843,1,1
26,4,Josh Norman,9.500000,0.333657,2,2
26,4,Tonya Harding,9.333333,0.328500,3,3
27,1,Tinashe,7.666667,0.097639,1,1
27,1,DeMarcus Ware,7.666667,0.097635,2,2
27,1,Alexis Ren,7.333333,0.095704,3,3
27,1,Milo Manheim,6.666667,0.086948,4,4
27,1,Mary Lou Retton,6.666667,0.084951,5,5
27,1,Bobby Bones,6.666667,0.082744,6,7
27,1,Nancy McKeon,6.500000,0.084364,7,8
27,1,Juan Pablo Di Pace,7.333333,0.075696,8,6
27,1,John Schneider,6.000000,0.078433,9,9
27,1,Danelle Umstead,6.000000,0.076387,10,10
27,1,Evanna Lynch,6.000000,0.062770,11,11
27,1,Joe Amabile,4.666667,0.074053,12,12
27,1,Nikki Glaser,5.833333,0.002675,13,13
27,2,Milo Manheim,8.666667,0.105462,1,1
27,2,Tinashe,8.666667,0.104837,2,2
27,2,Alexis Ren,8.166667,0.100454,3,3
27,2,Juan Pablo Di Pace,8.666667,0.085280,4,4
27,2,DeMarcus Ware,7.833333,0.094050,5,5
27,2,Mary Lou Retton,7.666667,0.092484,6,6
27,2,John Schneider,7.166667,0.088452,7,7
27,2,Evanna Lynch,8.000000,0.078757,8,8
27,2,Nancy McKeon,6.833333,0.083828,9,9
27,2,Joe Amabile,5.833333,0.087977,10,10
27,2,Bobby Bones,6.500000,0.075965,11,11
27,2,Danelle Umstead,6.166667,0.002454,12,12
27,3,Milo Manheim,9.000000,0.108615,1,2
27,3,Tinashe,9.000000,0.107949,2,3
27,3,Juan Pablo Di Pace,10.000000,0.097592,3,1
27,3,Alexis Ren,8.666667,0.106763,4,4
27,3,DeMarcus Ware,8.666667,0.103788,5,5
27,3,John Schneider,7.000000,0.109559,6,7
27,3,Evanna Lynch,9.000000,0.087958,7,6
27,3,Mary Lou Retton,8.000000,0.095821,8,8
27,3,Bobby Bones,7.666667,0.089543,9,9
27,3,Joe Amabile,6.000000,0.090308,10,10
27,3,Nancy McKeon,7.333333,0.002105,11,11
27,4,Milo Manheim,9.666667,0.122095,1,1
27,4,Mary Lou Retton,8.666667,0.122791,2,3
27,4,Alexis Ren,8.333333,0.136083,3,2
27,4,DeMarcus Ware,7.333333,0.116373,4,4
27,4,Evanna Lynch,8.000000,0.103545,5,5
27,4,Tinashe,8.666667,0.001825,6,10
27,4,Juan Pablo Di Pace,8.000000,0.103500,7,6
27,4,John Schneider,7.000000,0.113280,8,7
27,4,Bobby Bones,6.666667,0.102716,9,8
27,4,Joe Amabile,5.000000,0.077791,10,9
27,5,Alexis Ren,9.666667,0.138531,1,1
27,5,Milo Manheim,9.000000,0.128404,2,2
27,5,DeMarcus Ware,8.666667,0.121663,3,4
27,5,Juan Pablo Di Pace,9.666667,0.110913,4,3
27,5,Mary Lou Retton,8.333333,0.117296,5,5
27,5,John Schneider,8.000000,0.114944,6,6
27,5,Bobby Bones,7.000000,0.096339,7,8
27,5,Evanna Lynch,8.000000,0.092550,8,7
27,5,Joe Amabile,5.666667,0.079360,9,9
27,6,Milo Manheim,10.000000,0.142157,1,1
27,6,Alexis Ren,9.000000,0.129603,2,2
27,6,Juan Pablo Di Pace,10.000000,0.114578,3,3
27,6,Joe Amabile,7.333333,0.130627,4,6
27,6,DeMarcus Ware,8.666667,0.122387,5,5
27,6,Evanna Lynch,9.666667,0.111857,6,4
27,6,Bobby Bones,7.333333,0.129338,7,7
27,6,Mary Lou Retton,8.000000,0.002242,8,9
27,6,John Schneider,6.333333,0.117211,9,8
27,7,Milo Manheim,9.666667,0.149998,1,2
27,7,Evanna Lynch,9.833333,0.121938,2,5
27,7,Bobby Bones,8.833333,0.162133,3,1
27,7,Alexis Ren,9.166667,0.143301,4,3
27,7,Juan Pablo Di Pace,9.333333,0.116305,5,6
27,7,Joe Amabile,7.833333,0.151268,6,4
27,7,John Schneider,9.000000,0.080622,7,7
27,7,DeMarcus Ware,8.833333,0.074433,8,8
27,8,Alexis Ren,9.666667,0.221082,1,1
27,8,Milo Manheim,9.166667,0.208373,2,2
27,8,Juan Pablo Di Pace,10.000000,0.132242,3,5
27,8,Evanna Lynch,9.666667,0.176758,4,3
27,8,Bobby Bones,7.500000,0.196570,5,4
27,8,Joe Amabile,7.666667,0.064974,6,6
27,9,Milo Manheim,10.000000,0.272954,1,1
27,9,Alexis Ren,9.500000,0.263605,2,2
27,9,Evanna Lynch,10.000000,0.223995,3,3
27,9,Bobby Bones,9.000000,0.239445,4,4
28,1,James Van Der Beek,7.000000,0.107629,1,1
28,1,Hannah Brown,6.666667,0.098897,2,2
28,1,Lauren Alaina,6.333333,0.096933,3,3
28,1,Sailor Brinkley-Cook,6.000000,0.090074,4,4
28,1,Mary Wilson,5.666667,0.086835,5,5
28,1,Karamo Brown,5.666667,0.084236,6,6
28,1,Kel Mitchell,5.333333,0.083007,7,7
28,1,Ally Brooke,5.333333,0.082160,8,8
28,1,Kate Flannery,5.000000,0.078030,9,9
28,1,Ray Lewis,5.000000,0.076420,10,10
28,1,Sean Spicer,4.000000,0.058812,11,11
28,1,Lamar Odom,3.666667,0.056967,12,12
28,2,Hannah Brown,8.000000,0.114283,1,1
28,2,Kate Flannery,7.000000,0.104053,2,2
28,2,Kel Mitchell,6.666667,0.099339,3,3
28,2,James Van Der Beek,6.666667,0.098979,4,4
28,2,Ally Brooke,6.666667,0.098562,5,5
28,2,Lauren Alaina,6.333333,0.093578,6,6
28,2,Karamo Brown,6.333333,0.090835,7,7
28,2,Sailor Brinkley-Cook,6.000000,0.087511,8,8
28,2,Sean Spicer,5.333333,0.074761,9,9
