celebrity_name,celebrity_age_during_season,celebrity_homecountry/region,celebrity_industry,simulated_vote_share,avg_judge_score
Brant Daugherty,28,United States,Actor/Actress,0.098687,7.0
Brant Daugherty,28,United States,Actor/Actress,0.142069,9.0
Brant Daugherty,28,United States,Actor/Actress,0.141981,10.333333
Brant Daugherty,28,United States,Actor/Actress,0.139051,9.5
Brant Daugherty,28,United States,Actor/Actress,0.002508,9.0
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.09779,8.0
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.103411,8.333333
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.107599,8.333333
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.125866,9.0
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.136905,8.666667
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.145968,10.6666
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.13151,9.0
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.190298,8.333333
Elizabeth Berkley Lauren,39,United States,Actor/Actress,0.002754,9.333333
Leah Remini,43,United States,Actor/Actress,0.08586,7.0
Leah Remini,43,United States,Actor/Actress,0.098741,8.0
Leah Remini,43,United States,Actor/Actress,0.102967,8.0
Leah Remini,43,United States,Actor/Actress,0.112093,8.0
Leah Remini,43,United States,Actor/Actress,0.115831,7.333333
Leah Remini,43,United States,Actor/Actress,0.129224,9.3333
Leah Remini,43,United States,Actor/Actress,0.146751,8.833333
Leah Remini,43,United States,Actor/Actress,0.163924,9.333333
Leah Remini,43,United States,Actor/Actress,0.233813,9.0
Leah Remini,43,United States,Actor/Actress,0.004617,8.125
Corbin Bleu,24,United States,Actor/Actress,0.09809,8.0
Corbin Bleu,24,United States,Actor/Actress,0.107432,8.666667
Corbin Bleu,24,United States,Actor/Actress,0.111832,8.666667
Corbin Bleu,24,United States,Actor/Actress,0.126087,9.0
Corbin Bleu,24,United States,Actor/Actress,0.126377,9.333333
Corbin Bleu,24,United States,Actor/Actress,0.124879,8.999967
Corbin Bleu,24,United States,Actor/Actress,0.143066,9.833333
Corbin Bleu,24,United States,Actor/Actress,0.172181,10.0
Corbin Bleu,24,United States,Actor/Actress,0.187856,9.666667
Corbin Bleu,24,United States,Actor/Actress,0.256858,9.375
Corbin Bleu,24,United States,Actor/Actress,0.273401,9.8888
Amber Riley,27,United States,Actor/Actress,0.110042,9.0
Amber Riley,27,United States,Actor/Actress,0.098594,8.0
Amber Riley,27,United States,Actor/Actress,0.103918,8.0
Amber Riley,27,United States,Actor/Actress,0.126434,9.0
Amber Riley,27,United States,Actor/Actress,0.136819,8.666667
Amber Riley,27,United States,Actor/Actress,0.146422,10.666633
Amber Riley,27,United States,Actor/Actress,0.143403,9.833333
Amber Riley,27,United States,Actor/Actress,0.16046,9.333333
Amber Riley,27,United States,Actor/Actress,0.220755,8.5
Amber Riley,27,United States,Actor/Actress,0.27058,9.875
Amber Riley,27,United States,Actor/Actress,0.288009,10.4444
Keyshawn Johnson,41,United States,Athlete,0.069118,5.666667
Keyshawn Johnson,41,United States,Athlete,0.002545,6.0
Bill Engvall,56,United States,Comedian,0.071518,6.0
Bill Engvall,56,United States,Comedian,0.084379,7.0
Bill Engvall,56,United States,Comedian,0.099471,8.0
Bill Engvall,56,United States,Comedian,0.094974,7.0
Bill Engvall,56,United States,Comedian,0.12159,8.0
Bill Engvall,56,United States,Comedian,0.107161,7.999967
Bill Engvall,56,United States,Comedian,0.13335,8.333333
Bill Engvall,56,United States,Comedian,0.175677,8.0
Bill Engvall,56,United States,Comedian,0.174871,7.0
Bill Engvall,56,United States,Comedian,0.273878,7.5
Bill Engvall,56,United States,Comedian,0.232379,8.499967
Christina Milian,31,United States,Singer/Rapper,0.089396,7.333333
Christina Milian,31,United States,Singer/Rapper,0.102674,8.333333
Christina Milian,31,United States,Singer/Rapper,0.110436,8.666667
Christina Milian,31,United States,Singer/Rapper,0.111408,8.0
Christina Milian,31,United States,Singer/Rapper,0.001656,9.333333
"Nicole ""Snooki"" Polizzi",25,Chile,TV Personality,0.072546,7.666667
"Nicole ""Snooki"" Polizzi",25,Chile,TV Personality,0.064715,6.666667
"Nicole ""Snooki"" Polizzi",25,Chile,TV Personality,0.083039,8.333333
"Nicole ""Snooki"" Polizzi",25,Chile,TV Personality,0.087285,8.0
"Nicole ""Snooki"" Polizzi",25,Chile,TV Personality,0.109366,9.0
"Nicole ""Snooki"" Polizzi",25,Chile,TV Personality,0.107439,10.0
"Nicole ""Snooki"" Polizzi",25,Chile,TV Personality,0.05518,9.0
Jack Osbourne,27,England,TV Personality,0.072949,7.666667
Jack Osbourne,27,England,TV Personality,0.076761,8.0
Jack Osbourne,27,England,TV Personality,0.073703,7.333333
Jack Osbourne,27,England,TV Personality,0.087348,8.0
Jack Osbourne,27,England,TV Personality,0.109388,9.0
Jack Osbourne,27,England,TV Personality,0.096928,8.999933
Jack Osbourne,27,England,TV Personality,0.107689,9.5
Jack Osbourne,27,England,TV Personality,0.13495,10.0
Jack Osbourne,27,England,TV Personality,0.179951,9.0
Jack Osbourne,27,England,TV Personality,0.194067,8.875
Jack Osbourne,27,England,TV Personality,0.206212,9.3333
Bill Nye,57,United States,TV Personality,0.05631,4.666667
Bill Nye,57,United States,TV Personality,0.086309,5.666667
Bill Nye,57,United States,TV Personality,0.018853,5.333333
Billy Dee Williams,76,United States,Actor/Actress,0.080815,5.0
Billy Dee Williams,76,United States,Actor/Actress,0.045205,5.0
Danica McKellar,39,United States,Actor/Actress,0.10035,8.0
Danica McKellar,39,United States,Actor/Actress,0.108585,8.0
Danica McKellar,39,United States,Actor/Actress,0.120185,9.0
Danica McKellar,39,United States,Actor/Actress,0.112064,8.0
Danica McKellar,39,United States,Actor/Actress,0.133864,9.75
Danica McKellar,39,United States,Actor/Actress,0.138872,9.0
Danica McKellar,39,United States,Actor/Actress,0.153753,9.0
Danica McKellar,39,United States,Actor/Actress,0.002496,9.5
James Maslow,23,United States,Actor/Actress,0.089122,7.0
James Maslow,23,United States,Actor/Actress,0.112583,8.333333
James Maslow,23,United States,Actor/Actress,0.120243,9.0
James Maslow,23,United States,Actor/Actress,0.121743,8.75
James Maslow,23,United States,Actor/Actress,0.136187,10.0
James Maslow,23,United States,Actor/Actress,0.134978,8.75
James Maslow,23,United States,Actor/Actress,0.149894,8.75
James Maslow,23,United States,Actor/Actress,0.215508,9.0
James Maslow,23,United States,Actor/Actress,0.24591,9.5
James Maslow,23,United States,Actor/Actress,0.255277,9.666667
Candace Cameron Bure,37,United States,Actor/Actress,0.10508,8.333333
Candace Cameron Bure,37,United States,Actor/Actress,0.095329,7.0
Candace Cameron Bure,37,United States,Actor/Actress,0.107419,8.0
Candace Cameron Bure,37,United States,Actor/Actress,0.098414,7.0
Candace Cameron Bure,37,United States,Actor/Actress,0.119735,8.75
Candace Cameron Bure,37,United States,Actor/Actress,0.127398,8.0
Candace Cameron Bure,37,United States,Actor/Actress,0.158849,9.25
Candace Cameron Bure,37,United States,Actor/Actress,0.215607,9.0
Candace Cameron Bure,37,United States,Actor/Actress,0.288548,9.0
Candace Cameron Bure,37,United States,Actor/Actress,0.231197,8.6666
Sean Avery,33,Canada,Athlete,0.067232,6.666667
Sean Avery,33,Canada,Athlete,0.048733,7.0
Diana Nyad,64,United States,Athlete,0.002598,6.0
Charlie White,26,United States,Athlete,0.110905,9.0
Charlie White,26,United States,Athlete,0.110731,8.333333
Charlie White,26,United States,Athlete,0.117464,9.0
Charlie White,26,United States,Athlete,0.113519,8.25
Charlie White,26,United States,Athlete,0.124405,9.25
Charlie White,26,United States,Athlete,0.136367,9.0
Charlie White,26,United States,Athlete,0.149654,8.875
Charlie White,26,United States,Athlete,0.177539,10.0
Charlie White,26,United States,Athlete,0.00587,9.5
Amy Purdy,34,United States,Athlete,0.099616,8.0
Amy Purdy,34,United States,Athlete,0.106284,8.0
Amy Purdy,34,United States,Athlete,0.117815,9.0
Amy Purdy,34,United States,Athlete,0.116331,8.5
Amy Purdy,34,United States,Athlete,0.124299,9.25
Amy Purdy,34,United States,Athlete,0.14377,9.5
Amy Purdy,34,United States,Athlete,0.157969,9.375
Amy Purdy,34,United States,Athlete,0.177291,10.0
Amy Purdy,34,United States,Athlete,0.227534,9.75
Amy Purdy,34,United States,Athlete,0.254863,9.888867
Meryl Davis,27,United States,Athlete,0.099129,8.0
Meryl Davis,27,United States,Athlete,0.110323,8.333333
Meryl Davis,27,United States,Athlete,0.1269,9.75
Meryl Davis,27,United States,Athlete,0.13275,9.75
Meryl Davis,27,United States,Athlete,0.121043,9.0
Meryl Davis,27,United States,Athlete,0.150795,10.0
Meryl Davis,27,United States,Athlete,0.163715,9.75
Meryl Davis,27,United States,Athlete,0.211558,9.0
Meryl Davis,27,United States,Athlete,0.232139,10.0
Meryl Davis,27,United States,Athlete,0.258663,10.0
Drew Carey,55,United States,Comedian,0.085398,7.0
Drew Carey,55,United States,Comedian,0.091607,7.0
Drew Carey,55,United States,Comedian,0.096804,7.5
Drew Carey,55,United States,Comedian,0.110969,8.25
Drew Carey,55,United States,Comedian,0.119442,7.0
Drew Carey,55,United States,Comedian,0.045369,8.0
Cody Simpson,17,Australia,Singer/Rapper,0.073622,7.333333
Cody Simpson,17,Australia,Singer/Rapper,0.079169,7.333333
Cody Simpson,17,Australia,Singer/Rapper,0.093054,8.75
Cody Simpson,17,Australia,Singer/Rapper,0.086468,7.75
Cody Simpson,17,Australia,Singer/Rapper,0.001634,8.5
NeNe Leakes,46,United States,TV Personality,0.086132,7.0
NeNe Leakes,46,United States,TV Personality,0.091452,7.0
NeNe Leakes,46,United States,TV Personality,0.100117,7.75
NeNe Leakes,46,United States,TV Personality,0.107741,8.0
NeNe Leakes,46,United States,TV Personality,0.11939,9.0
NeNe Leakes,46,United States,TV Personality,0.122452,8.25
NeNe Leakes,46,United States,TV Personality,0.066166,8.25
Antonio Sabato Jr.,42,Italy,Actor/Actress,0.059281,6.25
Antonio Sabato Jr.,42,Italy,Actor/Actress,0.073999,7.75
Antonio Sabato Jr.,42,Italy,Actor/Actress,0.074191,7.25
Antonio Sabato Jr.,42,Italy,Actor/Actress,0.098521,7.25
Antonio Sabato Jr.,42,Italy,Actor/Actress,0.090133,7.0
Antonio Sabato Jr.,42,Italy,Actor/Actress,0.106259,7.0
Antonio Sabato Jr.,42,Italy,Actor/Actress,0.033734,7.375
Jonathan Bennett,33,United States,Actor/Actress,0.088062,7.5
Jonathan Bennett,33,United States,Actor/Actress,0.089151,7.5
Jonathan Bennett,33,United States,Actor/Actress,0.10117,8.0
Jonathan Bennett,33,United States,Actor/Actress,0.101989,6.0
Jonathan Bennett,33,United States,Actor/Actress,0.096253,6.0
Jonathan Bennett,33,United States,Actor/Actress,0.002337,8.0
Lea Thompson,53,United States,Actor/Actress,0.094547,8.0
Lea Thompson,53,United States,Actor/Actress,0.102887,8.75
Lea Thompson,53,United States,Actor/Actress,0.098204,7.75
Lea Thompson,53,United States,Actor/Actress,0.128003,9.75
Lea Thompson,53,United States,Actor/Actress,0.134192,8.5
Lea Thompson,53,United States,Actor/Actress,0.132645,8.0
Lea Thompson,53,United States,Actor/Actress,0.14965,8.75
Lea Thompson,53,United States,Actor/Actress,0.141707,8.0
Lea Thompson,53,United States,Actor/Actress,0.003382,8.75
Janel Parrish,25,United States,Actor/Actress,0.085514,7.25
Janel Parrish,25,United States,Actor/Actress,0.101611,8.5
Janel Parrish,25,United States,Actor/Actress,0.125759,10.0
Janel Parrish,25,United States,Actor/Actress,0.117938,9.0
Janel Parrish,25,United States,Actor/Actress,0.130685,8.25
Janel Parrish,25,United States,Actor/Actress,0.122065,8.25
Janel Parrish,25,United States,Actor/Actress,0.143328,8.375
Janel Parrish,25,United States,Actor/Actress,0.187461,10.75
Janel Parrish,25,United States,Actor/Actress,0.213442,9.625
Janel Parrish,25,United States,Actor/Actress,0.236021,9.75
Janel Parrish,25,United States,Actor/Actress,0.251469,9.74995
Alfonso Ribeiro,42,United States,Actor/Actress,0.104828,9.0
Alfonso Ribeiro,42,United States,Actor/Actress,0.094854,8.0
Alfonso Ribeiro,42,United States,Actor/Actress,0.101346,8.0
Alfonso Ribeiro,42,United States,Actor/Actress,0.130581,10.0
Alfonso Ribeiro,42,United States,Actor/Actress,0.134468,8.5
Alfonso Ribeiro,42,United States,Actor/Actress,0.14118,9.75
Alfonso Ribeiro,42,United States,Actor/Actress,0.145051,8.5
Alfonso Ribeiro,42,United States,Actor/Actress,0.180044,10.25
Alfonso Ribeiro,42,United States,Actor/Actress,0.212245,9.625
Alfonso Ribeiro,42,United States,Actor/Actress,0.228256,9.375
Alfonso Ribeiro,42,United States,Actor/Actress,0.255775,10.0
Lolo Jones,32,United States,Athlete,0.002631,5.5
Randy Couture,51,United States,Athlete,0.089369,7.75
Randy Couture,51,United States,Athlete,0.08598,7.0
Randy Couture,51,United States,Athlete,0.019236,6.5
Tommy Chong,76,Canada,Comedian,0.061336,6.75
Tommy Chong,76,Canada,Comedian,0.081864,7.0
Tommy Chong,76,Canada,Comedian,0.083453,8.5
Tommy Chong,76,Canada,Comedian,0.091485,7.0
Tommy Chong,76,Canada,Comedian,0.071808,5.75
Tommy Chong,76,Canada,Comedian,0.102166,7.0
Tommy Chong,76,Canada,Comedian,0.100595,7.5
Tommy Chong,76,Canada,Comedian,0.099421,7.25
Tommy Chong,76,Canada,Comedian,0.164119,7.125
Tommy Chong,76,Canada,Comedian,0.085951,7.75
Betsey Johnson,72,United States,Fashion Designer,0.070822,5.0
Betsey Johnson,72,United States,Fashion Designer,0.090808,7.0
Betsey Johnson,72,United States,Fashion Designer,0.086641,7.25
Betsey Johnson,72,United States,Fashion Designer,0.002181,7.25
Michael Waltrip,51,United States,Racing Driver,0.071593,6.25
Michael Waltrip,51,United States,Racing Driver,0.087707,6.0
Michael Waltrip,51,United States,Racing Driver,0.085553,7.0
Michael Waltrip,51,United States,Racing Driver,0.102189,6.25
Michael Waltrip,51,United States,Racing Driver,0.078029,5.0
Michael Waltrip,51,United States,Racing Driver,0.136861,7.5
Michael Waltrip,51,United States,Racing Driver,0.138901,7.0
Michael Waltrip,51,United States,Racing Driver,0.053445,6.25
Tavis Smiley,50,United States,Radio Personality,0.081411,7.25
Tavis Smiley,50,United States,Radio Personality,0.002032,7.0
Bethany Mota,18,United States,Social Media Personality,0.094612,8.0
Bethany Mota,18,United States,Social Media Personality,0.099188,8.25
Bethany Mota,18,United States,Social Media Personality,0.126767,10.0
Bethany Mota,18,United States,Social Media Personality,0.110311,8.25
Bethany Mota,18,United States,Social Media Personality,0.12786,8.0
Bethany Mota,18,United States,Social Media Personality,0.13273,9.0
Bethany Mota,18,United States,Social Media Personality,0.160481,9.375
Bethany Mota,18,United States,Social Media Personality,0.177149,10.0
Bethany Mota,18,United States,Social Media Personality,0.210704,9.25
Bethany Mota,18,United States,Social Media Personality,0.233229,9.5
Bethany Mota,18,United States,Social Media Personality,0.247306,9.5
Sadie Robertson,17,United States,TV Personality,0.095995,8.5
Sadie Robertson,17,United States,TV Personality,0.089918,7.75
Sadie Robertson,17,United States,TV Personality,0.097681,8.0
Sadie Robertson,17,United States,TV Personality,0.116801,9.25
Sadie Robertson,17,United States,TV Personality,0.136572,9.0
Sadie Robertson,17,United States,TV Personality,0.123757,8.75
Sadie Robertson,17,United States,TV Personality,0.12826,7.75
Sadie Robertson,17,United States,TV Personality,0.160774,9.5
Sadie Robertson,17,United States,TV Personality,0.196109,9.125
Sadie Robertson,17,United States,TV Personality,0.216544,9.25
Sadie Robertson,17,United States,TV Personality,0.24545,9.8333
Suzanne Somers,68,United States,Actor/Actress,0.08291,6.25
Suzanne Somers,68,United States,Actor/Actress,0.10252,7.0
Suzanne Somers,68,United States,Actor/Actress,0.089093,6.25
Suzanne Somers,68,United States,Actor/Actress,0.121714,7.0
Suzanne Somers,68,United States,Actor/Actress,0.00273,7.0
Willow Shields,14,United States,Actor/Actress,0.083215,6.25
Willow Shields,14,United States,Actor/Actress,0.092573,8.0
Willow Shields,14,United States,Actor/Actress,0.113744,8.0
Willow Shields,14,United States,Actor/Actress,0.13099,9.75
Willow Shields,14,United States,Actor/Actress,0.130543,8.5
Willow Shields,14,United States,Actor/Actress,0.148205,9.125
Willow Shields,14,United States,Actor/Actress,0.002147,9.75
Riker Lynch,23,United States,Actor/Actress,0.102108,7.75
Riker Lynch,23,United States,Actor/Actress,0.092962,8.0
Riker Lynch,23,United States,Actor/Actress,0.121006,8.5
Riker Lynch,23,United States,Actor/Actress,0.115044,8.5
Riker Lynch,23,United States,Actor/Actress,0.142509,9.5
Riker Lynch,23,United States,Actor/Actress,0.15418,9.5
Riker Lynch,23,United States,Actor/Actress,0.195451,9.25
Riker Lynch,23,United States,Actor/Actress,0.21218,9.75
Riker Lynch,23,United States,Actor/Actress,0.27344,10.0
Riker Lynch,23,United States,Actor/Actress,0.345575,10.0
Rumer Willis,26,United States,Actor/Actress,0.105209,8.0
Rumer Willis,26,United States,Actor/Actress,0.092311,8.0
Rumer Willis,26,United States,Actor/Actress,0.1169,8.25
Rumer Willis,26,United States,Actor/Actress,0.117334,8.75
Rumer Willis,26,United States,Actor/Actress,0.143246,9.75
Rumer Willis,26,United States,Actor/Actress,0.143681,8.875
Rumer Willis,26,United States,Actor/Actress,0.195465,9.25
Rumer Willis,26,United States,Actor/Actress,0.217592,10.0
Rumer Willis,26,United States,Actor/Actress,0.290566,9.75
Rumer Willis,26,United States,Actor/Actress,0.345837,10.0
Nastia Liukin,25,Russia,Athlete,0.078244,7.5
Nastia Liukin,25,Russia,Athlete,0.075903,8.5
Nastia Liukin,25,Russia,Athlete,0.094685,8.5
Nastia Liukin,25,Russia,Athlete,0.096391,9.0
Nastia Liukin,25,Russia,Athlete,0.112302,9.5
Nastia Liukin,25,Russia,Athlete,0.117737,9.125
Nastia Liukin,25,Russia,Athlete,0.131588,10.25
Nastia Liukin,25,Russia,Athlete,0.164924,9.5
Nastia Liukin,25,Russia,Athlete,0.163557,10.0
Michael Sam,25,United States,Athlete,0.084752,6.5
Michael Sam,25,United States,Athlete,0.100623,7.0
Michael Sam,25,United States,Athlete,0.084522,6.0
Michael Sam,25,United States,Athlete,0.002241,7.5
Robert Herjavec,52,Croatia,Entrepreneur,0.07091,7.0
Robert Herjavec,52,Croatia,Entrepreneur,0.078098,7.0
Robert Herjavec,52,Croatia,Entrepreneur,0.078681,7.25
Robert Herjavec,52,Croatia,Entrepreneur,0.088317,8.5
Robert Herjavec,52,Croatia,Entrepreneur,0.088689,6.0
Robert Herjavec,52,Croatia,Entrepreneur,0.135136,8.375
Robert Herjavec,52,Croatia,Entrepreneur,0.124743,7.75
Robert Herjavec,52,Croatia,Entrepreneur,0.092886,7.75
Charlotte McKinney,21,United States,Model,0.071487,5.5
Charlotte McKinney,21,United States,Model,0.092538,6.5
Charlotte McKinney,21,United States,Model,0.019496,5.5
Noah Galloway,33,United States,Motivational Speaker,0.083091,6.5
Noah Galloway,33,United States,Motivational Speaker,0.095145,6.75
Noah Galloway,33,United States,Motivational Speaker,0.10297,7.5
Noah Galloway,33,United States,Motivational Speaker,0.104199,8.0
Noah Galloway,33,United States,Motivational Speaker,0.124285,7.0
Noah Galloway,33,United States,Motivational Speaker,0.161413,8.5
Noah Galloway,33,United States,Motivational Speaker,0.193072,9.5
Noah Galloway,33,United States,Motivational Speaker,0.178919,7.875
Noah Galloway,33,United States,Motivational Speaker,0.272437,9.5
Noah Galloway,33,United States,Motivational Speaker,0.308589,9.0
Redfoo,39,United States,Singer/Rapper,0.072758,5.5
Redfoo,39,United States,Singer/Rapper,0.001848,7.75
Patti LaBelle,70,United States,Singer/Rapper,0.082329,6.25
Patti LaBelle,70,United States,Singer/Rapper,0.101501,7.0
Patti LaBelle,70,United States,Singer/Rapper,0.082803,5.5
Patti LaBelle,70,United States,Singer/Rapper,0.11089,7.5
Patti LaBelle,70,United States,Singer/Rapper,0.129737,6.75
Patti LaBelle,70,United States,Singer/Rapper,0.002436,8.5
Chris Soules,33,United States,TV Personality,0.082987,6.5
Chris Soules,33,United States,TV Personality,0.073978,5.25
Chris Soules,33,United States,TV Personality,0.0961,7.0
Chris Soules,33,United States,TV Personality,0.112881,6.75
Chris Soules,33,United States,TV Personality,0.125959,6.75
Chris Soules,33,United States,TV Personality,0.137212,8.75
Chris Soules,33,United States,TV Personality,0.157535,7.75
Chris Soules,33,United States,TV Personality,0.133499,8.0
Gary Busey,71,United States,Actor/Actress,0.063234,5.0
Gary Busey,71,United States,Actor/Actress,0.074425,5.5
Gary Busey,71,United States,Actor/Actress,0.085711,6.25
Gary Busey,71,United States,Actor/Actress,0.026547,5.333333
Alexa PenaVega,27,United States,Actor/Actress,0.091681,7.333333
Alexa PenaVega,27,United States,Actor/Actress,0.09191,7.666667
Alexa PenaVega,27,United States,Actor/Actress,0.120745,9.0
Alexa PenaVega,27,United States,Actor/Actress,0.097185,7.0
Alexa PenaVega,27,United States,Actor/Actress,0.136803,10.0
Alexa PenaVega,27,United States,Actor/Actress,0.104875,7.5
Alexa PenaVega,27,United States,Actor/Actress,0.157126,9.166667
Alexa PenaVega,27,United States,Actor/Actress,0.156574,8.999933
Alexa PenaVega,27,United States,Actor/Actress,0.1805,10.0
Carlos PenaVega,26,United States,Actor/Actress,0.09579,7.666667
Carlos PenaVega,26,United States,Actor/Actress,0.089737,7.5
Carlos PenaVega,26,United States,Actor/Actress,0.104793,7.75
Carlos PenaVega,26,United States,Actor/Actress,0.114471,8.333333
Carlos PenaVega,26,United States,Actor/Actress,0.133888,9.75
Carlos PenaVega,26,United States,Actor/Actress,0.131972,9.5
Carlos PenaVega,26,United States,Actor/Actress,0.143177,9.333333
Carlos PenaVega,26,United States,Actor/Actress,0.16722,9.6666
Carlos PenaVega,26,United States,Actor/Actress,0.1901,9.0
Carlos PenaVega,26,United States,Actor/Actress,0.281764,10.5
Carlos PenaVega,26,United States,Actor/Actress,0.270759,10.0
Victor Espinoza,43,Mexico,Athlete,0.049979,5.0
Victor Espinoza,43,Mexico,Athlete,0.0461,6.166667
Alek Skarlatos,22,United States,Military,0.089306,7.333333
Alek Skarlatos,22,United States,Military,0.086941,7.5
Alek Skarlatos,22,United States,Military,0.108284,8.25
Alek Skarlatos,22,United States,Military,0.107173,8.0
Alek Skarlatos,22,United States,Military,0.097496,7.25
Alek Skarlatos,22,United States,Military,0.10187,7.5
Alek Skarlatos,22,United States,Military,0.147156,8.833333
Alek Skarlatos,22,United States,Military,0.140725,8.333333
Alek Skarlatos,22,United States,Military,0.175307,8.5
Alek Skarlatos,22,United States,Military,0.252029,9.5
Alek Skarlatos,22,United States,Military,0.247888,9.3333
Chaka Khan,62,United States,Singer/Rapper,0.054672,4.333333
Chaka Khan,62,United States,Singer/Rapper,0.042405,5.0
Andy Grammer,31,United States,Singer/Rapper,0.086582,7.0
Andy Grammer,31,United States,Singer/Rapper,0.087001,7.333333
Andy Grammer,31,United States,Singer/Rapper,0.097473,7.25
Andy Grammer,31,United States,Singer/Rapper,0.104985,7.666667
Andy Grammer,31,United States,Singer/Rapper,0.122572,9.0
Andy Grammer,31,United States,Singer/Rapper,0.137032,10.0
Andy Grammer,31,United States,Singer/Rapper,0.144457,9.333333
Andy Grammer,31,United States,Singer/Rapper,0.062996,7.999933
Tamar Braxton,38,United States,Singer/Rapper,0.094633,7.666667
Tamar Braxton,38,United States,Singer/Rapper,0.096387,8.166667
Tamar Braxton,38,United States,Singer/Rapper,0.11029,8.25
Tamar Braxton,38,United States,Singer/Rapper,0.122761,9.0
Tamar Braxton,38,United States,Singer/Rapper,0.099475,7.25
Tamar Braxton,38,United States,Singer/Rapper,0.137431,10.0
Tamar Braxton,38,United States,Singer/Rapper,0.153004,9.0
Tamar Braxton,38,United States,Singer/Rapper,0.160393,9.333333
Tamar Braxton,38,United States,Singer/Rapper,0.099783,8.166667
Nick Carter,35,United States,Singer/Rapper,0.09885,8.0
Nick Carter,35,United States,Singer/Rapper,0.08891,7.5
Nick Carter,35,United States,Singer/Rapper,0.119676,9.0
Nick Carter,35,United States,Singer/Rapper,0.122231,9.0
Nick Carter,35,United States,Singer/Rapper,0.119387,8.75
Nick Carter,35,United States,Singer/Rapper,0.134121,9.75
Nick Carter,35,United States,Singer/Rapper,0.152892,9.0
Nick Carter,35,United States,Singer/Rapper,0.187212,11.0
Nick Carter,35,United States,Singer/Rapper,0.191373,9.166667
Nick Carter,35,United States,Singer/Rapper,0.243308,9.0
Nick Carter,35,United States,Singer/Rapper,0.26711,10.0
Hayes Grier,15,United States,Social Media Personality,0.088224,7.0
Hayes Grier,15,United States,Social Media Personality,0.090885,7.5
Hayes Grier,15,United States,Social Media Personality,0.102822,7.5
Hayes Grier,15,United States,Social Media Personality,0.124991,9.0
Hayes Grier,15,United States,Social Media Personality,0.104948,7.5
Hayes Grier,15,United States,Social Media Personality,0.112827,8.0
Hayes Grier,15,United States,Social Media Personality,0.001828,9.333333
Bindi Irwin,17,Australia,TV Personality,0.076884,8.0
Bindi Irwin,17,Australia,TV Personality,0.074041,8.0
Bindi Irwin,17,Australia,TV Personality,0.083756,8.0
Bindi Irwin,17,Australia,TV Personality,0.098947,9.333333
Bindi Irwin,17,Australia,TV Personality,0.098403,9.25
Bindi Irwin,17,Australia,TV Personality,0.107228,10.0
Bindi Irwin,17,Australia,TV Personality,0.100358,9.666667
Bindi Irwin,17,Australia,TV Personality,0.124879,9.333333
Bindi Irwin,17,Australia,TV Personality,0.162937,10.0
Bindi Irwin,17,Australia,TV Personality,0.222899,10.5
Bindi Irwin,17,Australia,TV Personality,0.214242,10.0
Kim Zolciak-Biermann,37,United States,TV Personality,0.049197,4.0
Kim Zolciak-Biermann,37,United States,TV Personality,0.058331,6.166667
Paula Deen,68,United States,TV Personality,0.060969,5.0
Paula Deen,68,United States,TV Personality,0.072926,6.166667
Paula Deen,68,United States,TV Personality,0.06645,5.0
Paula Deen,68,United States,TV Personality,0.080708,6.0
Paula Deen,68,United States,TV Personality,0.087028,6.5
Paula Deen,68,United States,TV Personality,0.032643,6.0
Mischa Barton,30,England,Actor/Actress,0.056586,5.333333
Mischa Barton,30,England,Actor/Actress,0.055066,5.0
Mischa Barton,30,England,Actor/Actress,0.02037,6.0
Kim Fields,46,United States,Actor/Actress,0.087063,6.666667
Kim Fields,46,United States,Actor/Actress,0.086658,6.333333
Kim Fields,46,United States,Actor/Actress,0.100876,7.333333
Kim Fields,46,United States,Actor/Actress,0.107349,8.0
Kim Fields,46,United States,Actor/Actress,0.103523,7.0
Kim Fields,46,United States,Actor/Actress,0.113912,8.0
Kim Fields,46,United States,Actor/Actress,0.083537,8.666667
Jodie Sweetin,34,United States,Actor/Actress,0.087197,6.666667
Jodie Sweetin,34,United States,Actor/Actress,0.095652,7.0
Jodie Sweetin,34,United States,Actor/Actress,0.105234,7.666667
Jodie Sweetin,34,United States,Actor/Actress,0.115726,6.75
Jodie Sweetin,34,United States,Actor/Actress,0.128129,8.75
Jodie Sweetin,34,United States,Actor/Actress,0.119048,8.333333
Jodie Sweetin,34,United States,Actor/Actress,0.158998,8.5
Jodie Sweetin,34,United States,Actor/Actress,0.002203,10.0
Doug Flutie,53,United States,Athlete,0.065114,5.0
Doug Flutie,53,United States,Athlete,0.089581,6.666667
Doug Flutie,53,United States,Athlete,0.089988,6.666667
Doug Flutie,53,United States,Athlete,0.100924,6.0
Doug Flutie,53,United States,Athlete,0.10201,7.0
Doug Flutie,53,United States,Athlete,0.038347,7.0
Von Miller,27,United States,Athlete,0.089729,7.0
Von Miller,27,United States,Athlete,0.089625,6.666667
Von Miller,27,United States,Athlete,0.089645,6.666667
Von Miller,27,United States,Athlete,0.104515,8.0
